,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,floofer,favorite_count,retweet_count,expanded_urls,age_group
20,886736880519319552,2017-07-16 23:58:41,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,None,11841.0,3214.0,https://twitter.com/dog_rates/status/886736880519319552/photo/1,
21,886680336477933568,2017-07-16 20:14:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,None,22020.0,4369.0,https://twitter.com/dog_rates/status/886680336477933568/photo/1,
22,886366144734445568,2017-07-15 23:25:31,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,None,20811.0,3134.0,https://twitter.com/dog_rates/status/886366144734445568/photo/1,pupper
23,886258384151887873,2017-07-15 16:17:19,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,None,27490.0,6158.0,https://twitter.com/dog_rates/status/886258384151887873/photo/1,
24,885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,None,32062.0,6642.0,https://twitter.com/dog_rates/status/885984800019947520/photo/1,
25,885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,None,35330.0,6296.0,https://twitter.com/dog_rates/status/885528943205470208/photo/1,
26,884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,None,76059.0,17882.0,https://twitter.com/dog_rates/status/884925521741709313/photo/1,
27,884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,None,27425.0,5496.0,https://twitter.com/dog_rates/status/884876753390489601/photo/1,
28,884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,None,23865.0,4598.0,https://twitter.com/dog_rates/status/884562892145688576/photo/1,
29,884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,None,19990.0,2926.0,https://twitter.com/dog_rates/status/884162670584377345/photo/1,doggo
30,883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,None,21515.0,3379.0,https://twitter.com/dog_rates/status/883838122936631299/photo/1,
31,883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,None,45101.0,9734.0,https://twitter.com/dog_rates/status/883482846933004288/photo/1,
32,883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,floofer,22280.0,3632.0,https://twitter.com/dog_rates/status/883360690899218434/photo/1,
33,882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,None,23526.0,3846.0,https://twitter.com/dog_rates/status/882992080364220416/photo/1,
34,882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,None,27801.0,4819.0,https://twitter.com/dog_rates/status/882762694511734784/photo/1,pupper
35,882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,None,27437.0,5967.0,https://twitter.com/dog_rates/status/882627270321602560/photo/1,
36,882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,None,44153.0,11369.0,https://twitter.com/dog_rates/status/882268110199369728/photo/1,
37,882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,None,28846.0,4871.0,https://twitter.com/dog_rates/status/882045870035918850/photo/1,
38,881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,None,23893.0,3327.0,https://twitter.com/dog_rates/status/881906580714921986/photo/1,
39,881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,None,49702.0,10463.0,https://twitter.com/dog_rates/status/881666595344535552/photo/1,
40,881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,None,22684.0,5079.0,https://twitter.com/dog_rates/status/881268444196462592/photo/1,
41,880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,None,16721.0,2733.0,https://twitter.com/dog_rates/status/880935762899988482/photo/1,
42,880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,None,28035.0,6157.0,https://twitter.com/dog_rates/status/880465832366813184/photo/1,
43,880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,None,26585.0,4135.0,https://twitter.com/dog_rates/status/880221127280381952/photo/1,
44,879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,None,21929.0,3438.0,https://twitter.com/dog_rates/status/879862464715927552/photo/1,
45,879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,None,23026.0,3124.0,https://twitter.com/dog_rates/status/879492040517615616/photo/1,
46,879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,None,104056.0,43452.0,https://twitter.com/dog_rates/status/879415818425184262/video/1,
47,879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,None,16484.0,3060.0,https://twitter.com/dog_rates/status/879376492567855104/photo/1,
48,879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,None,22161.0,4633.0,https://twitter.com/dog_rates/status/879050749262655488/photo/1,
49,879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,None,18657.0,2649.0,https://twitter.com/dog_rates/status/879008229531029506/photo/1,
50,878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,None,19072.0,4053.0,https://twitter.com/dog_rates/status/878776093423087618/photo/1,puppo
51,878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,None,7616.0,1268.0,https://twitter.com/dog_rates/status/878281511006478336/photo/1,
52,878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,None,41344.0,6705.0,https://twitter.com/dog_rates/status/878057613040115712/photo/1,
53,877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,None,78459.0,18758.0,https://twitter.com/dog_rates/status/877736472329191424/photo/1,
54,877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,None,22356.0,3745.0,https://twitter.com/dog_rates/status/877556246731214848/photo/1,
55,877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,None,26932.0,5093.0,https://twitter.com/dog_rates/status/877316821321428993/photo/1,
56,877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,None,26676.0,5491.0,https://twitter.com/dog_rates/status/877201837425926144/photo/1,
57,876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,None,20350.0,3285.0,https://twitter.com/dog_rates/status/876838120628539392/photo/1,pupper
58,876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,None,18453.0,2361.0,https://twitter.com/dog_rates/status/876484053909872640/photo/1,
59,876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,None,27478.0,4616.0,https://twitter.com/dog_rates/status/876120275196170240/photo/1,
60,875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,None,24804.0,4224.0,https://twitter.com/dog_rates/status/875747767867523072/photo/1,
61,875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,None,21587.0,4854.0,https://twitter.com/dog_rates/status/875144289856114688/video/1,
62,874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,None,27387.0,4577.0,https://twitter.com/dog_rates/status/874680097055178752/photo/1,
63,874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,None,25666.0,4049.0,https://twitter.com/dog_rates/status/874296783580663808/photo/1,pupper
64,874012996292530176,2017-06-11 21:18:31,Twitter for iPhone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,None,34063.0,10270.0,https://twitter.com/dog_rates/status/874012996292530176/photo/1,puppo
65,873213775632977920,2017-06-09 16:22:42,Twitter for iPhone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,None,7136.0,1565.0,https://twitter.com/dog_rates/status/873213775632977920/photo/1,pupper
66,872620804844003328,2017-06-08 01:06:27,Twitter for iPhone,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,None,20524.0,3653.0,https://twitter.com/dog_rates/status/872620804844003328/photo/1,
67,872261713294495745,2017-06-07 01:19:32,Twitter for iPhone,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13,10,Harry,None,33769.0,6256.0,https://twitter.com/dog_rates/status/872261713294495745/photo/1,
68,872122724285648897,2017-06-06 16:07:15,Twitter for iPhone,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12,10,Kody,None,34003.0,8052.0,https://twitter.com/dog_rates/status/872122724285648897/photo/1,
69,871879754684805121,2017-06-06 00:01:46,Twitter for iPhone,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,10,Lassie,None,37513.0,11064.0,https://twitter.com/dog_rates/status/871879754684805121/photo/1,
70,871762521631449091,2017-06-05 16:15:56,Twitter for iPhone,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,None,20023.0,3450.0,https://twitter.com/dog_rates/status/871762521631449091/photo/1,pupper
71,871515927908634625,2017-06-04 23:56:03,Twitter for iPhone,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,10,Napolean,None,19982.0,3431.0,https://twitter.com/dog_rates/status/871515927908634625/photo/1,doggo
72,871032628920680449,2017-06-03 15:55:36,Twitter for iPhone,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,10,Boomer,None,22423.0,3794.0,https://twitter.com/dog_rates/status/871032628920680449/photo/1,
73,870656317836468226,2017-06-02 15:00:16,Twitter for iPhone,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,10,Cody,None,12287.0,2631.0,https://twitter.com/dog_rates/status/870656317836468226/photo/1,
74,870374049280663552,2017-06-01 20:18:38,Twitter for iPhone,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,10,Zoey,None,81954.0,26106.0,https://twitter.com/dog_rates/status/870374049280663552/photo/1,
75,870308999962521604,2017-06-01 16:00:09,Twitter for iPhone,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,10,Rumble,None,21643.0,4141.0,https://twitter.com/dog_rates/status/870308999962521604/photo/1,
76,870063196459192321,2017-05-31 23:43:25,Twitter for iPhone,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,14,10,Clifford,None,36336.0,8326.0,https://twitter.com/dog_rates/status/870063196459192321/photo/1,
77,869772420881756160,2017-05-31 04:27:59,Twitter for iPhone,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,10,Dewey,None,42062.0,10001.0,https://twitter.com/dog_rates/status/869772420881756160/photo/1,
78,869702957897576449,2017-05-30 23:51:58,Twitter for iPhone,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13,10,Stanley,None,28001.0,6336.0,https://twitter.com/dog_rates/status/869702957897576449/photo/1,
79,869596645499047938,2017-05-30 16:49:31,Twitter for iPhone,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12,10,Scout,None,15855.0,3128.0,https://twitter.com/dog_rates/status/869596645499047938/photo/1,doggo
80,869227993411051520,2017-05-29 16:24:37,Twitter for iPhone,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13,10,Gizmo,None,20298.0,3779.0,https://twitter.com/dog_rates/status/869227993411051520/photo/1,
81,868880397819494401,2017-05-28 17:23:24,Twitter for iPhone,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14,10,Walter,None,65209.0,14478.0,https://twitter.com/dog_rates/status/868880397819494401/photo/1,
82,868552278524837888,2017-05-27 19:39:34,Twitter for iPhone,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12,10,Cooper,None,10075.0,2099.0,https://twitter.com/dog_rates/status/868552278524837888/photo/1,
83,867774946302451713,2017-05-25 16:10:44,Twitter for iPhone,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13,10,Harold,None,33828.0,7349.0,https://twitter.com/dog_rates/status/867774946302451713/photo/1,
84,867421006826221569,2017-05-24 16:44:18,Twitter for iPhone,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12,10,Shikha,None,16046.0,2510.0,https://twitter.com/dog_rates/status/867421006826221569/photo/1,puppo
85,866686824827068416,2017-05-22 16:06:55,Twitter for iPhone,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,12,10,Lili,None,19276.0,3500.0,https://twitter.com/dog_rates/status/866686824827068416/photo/1,
86,866450705531457537,2017-05-22 00:28:40,Twitter for iPhone,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",13,10,Jamesy,None,121983.0,35464.0,https://twitter.com/dog_rates/status/866450705531457537/photo/1,pupper
87,866334964761202691,2017-05-21 16:48:45,Twitter for iPhone,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,12,10,Coco,None,52460.0,14524.0,https://twitter.com/dog_rates/status/866334964761202691/photo/1,
88,865718153858494464,2017-05-19 23:57:46,Twitter for iPhone,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",13,10,Boomer,None,25599.0,5652.0,https://twitter.com/dog_rates/status/865718153858494464/photo/1,
89,865359393868664832,2017-05-19 00:12:11,Twitter for iPhone,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,13,10,Sammy,None,26459.0,5032.0,https://twitter.com/dog_rates/status/865359393868664832/photo/1,
90,865006731092295680,2017-05-18 00:50:50,Twitter for iPhone,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,13,10,Nelly,None,27990.0,7738.0,https://twitter.com/dog_rates/status/865006731092295680/photo/1,
91,864279568663928832,2017-05-16 00:41:21,Twitter for iPhone,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,12,10,Meatball,None,14635.0,3059.0,https://twitter.com/dog_rates/status/864279568663928832/photo/1,
92,864197398364647424,2017-05-15 19:14:50,Twitter for iPhone,This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well https://t.co/cPq9fYvkzr,13,10,Paisley,None,30201.0,9017.0,https://twitter.com/dog_rates/status/864197398364647424/photo/1,
93,863907417377173506,2017-05-15 00:02:33,Twitter for iPhone,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck https://t.co/ht47njyZ64,13,10,Albus,None,20644.0,4182.0,https://twitter.com/dog_rates/status/863907417377173506/photo/1,
